,Model,Accuracy,Error Rate,ROC AUC,Precision,Recall,F1 Score,SS, F1 Score
0,Combined,0.7920634920634924,0.2079365079365079,0.7923611111111114,0.8691666666666666,0.7180555555555552,,,0.7601322751322748
